amount,time,location,device,is_fraud
32.35,13.8,Москва,Терминал,0
35.89,17.0,Онлайн,Банкомат,0
14.09,10.0,Санкт-Петербург,Смартфон,0
8.21,5.4,Москва,ПК,0
31.8,17.4,Москва,Смартфон,0
25.14,14.6,Онлайн,Терминал,0
6.75,12.0,Зарубежье,Терминал,0
78.33,15.0,Москва,ПК,0
22.71,5.0,Москва,Банкомат,0
36.7,19.1,Онлайн,Терминал,0
76.03,22.8,Банкомат,Смартфон,1
16.85,21.4,Онлайн,ПК,0
23.3,7.7,Онлайн,ПК,0
40.09,9.7,Банкомат,Банкомат,0
7.41,19.4,Москва,Смартфон,0
17.45,14.3,Москва,ПК,0
18.88,13.1,Онлайн,Смартфон,0
5.75,22.2,Банкомат,Смартфон,0
210.48,12.9,Санкт-Петербург,Смартфон,0
3.5,12.4,Зарубежье,Смартфон,0
3.94,1.0,Онлайн,Смартфон,0
69.8,1.7,Онлайн,ПК,1
36.04,0.2,Москва,ПК,0
5.32,21.9,Москва,Смартфон,0
32.07,9.8,Онлайн,ПК,0
82.65,11.2,Москва,ПК,0
15.91,20.3,Москва,Смартфон,0
286.78,14.6,Банкомат,Смартфон,0
2.47,14.6,Банкомат,Банкомат,0
35.28,7.1,Москва,Смартфон,0
59.33,20.0,Онлайн,Смартфон,0
43.84,4.0,Москва,Терминал,0
13.13,1.3,Москва,ПК,0
11.95,4.6,Онлайн,ПК,1
26.8,6.4,Онлайн,ПК,1
40.34,6.8,Москва,Банкомат,0
31.9,16.1,Москва,Банкомат,0
51.63,5.2,Москва,Смартфон,0
5.36,16.2,Зарубежье,ПК,0
12.8,2.2,Онлайн,ПК,1
5.85,3.5,Санкт-Петербург,Смартфон,0
10.75,12.2,Москва,Терминал,0
50.24,22.1,Санкт-Петербург,Смартфон,1
18.52,20.6,Онлайн,Смартфон,0
289.32,23.3,Банкомат,Терминал,0
20.34,15.6,Москва,Смартфон,0
17.56,16.2,Зарубежье,Смартфон,0
18.48,15.0,Санкт-Петербург,ПК,0
8.15,14.9,Москва,Смартфон,0
15.43,3.5,Москва,Банкомат,1
56.86,13.0,Санкт-Петербург,Смартфон,0
18.64,9.3,Зарубежье,Смартфон,0
6.87,10.6,Онлайн,Смартфон,0
5.94,12.6,Санкт-Петербург,ПК,0
10.02,3.1,Москва,Смартфон,0
17.84,8.6,Москва,ПК,0
61.13,1.5,Санкт-Петербург,Банкомат,0
3.76,23.5,Онлайн,Терминал,0
11.57,2.8,Онлайн,ПК,0
19.27,6.2,Москва,Смартфон,0
2.19,21.4,Москва,ПК,0
6.57,11.6,Санкт-Петербург,ПК,0
7.78,3.3,Банкомат,Банкомат,0
6.85,9.2,Санкт-Петербург,Банкомат,0
20.31,2.8,Москва,Терминал,0
13.78,4.8,Москва,Банкомат,0
8.93,1.2,Москва,Смартфон,0
26.33,10.5,Санкт-Петербург,ПК,1
109.44,19.4,Онлайн,Банкомат,0
99.8,14.1,Зарубежье,Банкомат,0
1.98,14.6,Санкт-Петербург,Терминал,0
31.02,4.8,Москва,ПК,0
13.52,8.3,Онлайн,ПК,0
19.51,20.3,Онлайн,Смартфон,0
10.61,2.1,Москва,ПК,0
18.72,20.6,Банкомат,ПК,1
19.42,11.6,Банкомат,Терминал,0
8.7,20.1,Санкт-Петербург,Терминал,0
6.13,7.6,Санкт-Петербург,Банкомат,0
10.04,8.1,Онлайн,Смартфон,0
21.28,18.0,Онлайн,Смартфон,0
31.78,18.8,Москва,ПК,0
42.04,5.5,Москва,Смартфон,0
9.55,23.3,Москва,Смартфон,1
22.47,2.0,Онлайн,Банкомат,0
47.41,1.6,Санкт-Петербург,Смартфон,0
59.27,14.3,Санкт-Петербург,Смартфон,0
15.41,17.3,Онлайн,ПК,0
12.9,23.1,Москва,Терминал,1
20.29,9.7,Онлайн,Банкомат,0
4.64,0.6,Санкт-Петербург,Терминал,0
13.29,14.5,Санкт-Петербург,Банкомат,0
37.3,7.0,Москва,Смартфон,0
33.32,10.4,Зарубежье,Терминал,0
12.22,11.7,Онлайн,Смартфон,0
20.89,1.5,Москва,Смартфон,1
6.64,11.7,Зарубежье,Смартфон,0
35.65,10.2,Онлайн,Банкомат,1
15.1,17.1,Москва,Терминал,0
12.14,15.5,Москва,Смартфон,0
11.05,4.4,Москва,ПК,0
15.35,4.9,Онлайн,Банкомат,1
10.05,6.0,Онлайн,Смартфон,0
33.92,4.3,Москва,Банкомат,0
10.65,15.8,Санкт-Петербург,ПК,0
94.85,23.9,Москва,Смартфон,0
82.41,15.7,Москва,Смартфон,0
6.17,14.6,Санкт-Петербург,Смартфон,0
17.76,9.8,Москва,Банкомат,1
8.04,7.5,Санкт-Петербург,Терминал,0
11.48,21.9,Зарубежье,ПК,0
148.81,23.3,Москва,Банкомат,0
11.72,11.9,Москва,ПК,0
24.44,7.0,Москва,Смартфон,0
29.83,18.5,Санкт-Петербург,ПК,0
5.47,3.2,Онлайн,ПК,0
6.42,18.4,Санкт-Петербург,Смартфон,0
4.36,19.7,Санкт-Петербург,Смартфон,0
6.21,3.0,Санкт-Петербург,Терминал,1
0.72,23.4,Москва,ПК,1
29.94,23.7,Санкт-Петербург,Смартфон,0
157.53,22.5,Онлайн,Смартфон,0
19.35,11.9,Москва,Смартфон,0
3.46,5.9,Онлайн,Смартфон,0
8.11,14.0,Санкт-Петербург,Смартфон,0
9.93,10.1,Москва,Смартфон,0
5.37,4.9,Санкт-Петербург,Смартфон,1
42.36,10.2,Зарубежье,ПК,0
40.1,15.9,Москва,Смартфон,0
4.61,1.7,Москва,Смартфон,0
36.51,8.0,Санкт-Петербург,Смартфон,0
88.19,0.4,Онлайн,Смартфон,0
133.33,18.0,Москва,Смартфон,0
384.42,15.4,Зарубежье,ПК,0
6.1,1.5,Онлайн,ПК,1
367.47,23.2,Банкомат,Смартфон,0
11.14,0.5,Москва,Банкомат,0
8.57,14.2,Банкомат,ПК,0
23.57,18.6,Санкт-Петербург,Смартфон,0
8.67,18.9,Москва,Смартфон,1
25.51,0.8,Банкомат,Терминал,0
3.85,21.8,Москва,Терминал,0
12.65,22.0,Зарубежье,Смартфон,0
67.64,13.5,Санкт-Петербург,Смартфон,0
15.44,11.6,Зарубежье,ПК,0
19.22,1.1,Санкт-Петербург,ПК,0
27.74,13.5,Онлайн,Смартфон,0
59.6,9.8,Москва,ПК,0
2.66,18.5,Санкт-Петербург,Смартфон,0
31.28,9.7,Онлайн,Смартфон,0
12.24,16.4,Онлайн,ПК,0
19.75,2.4,Москва,Терминал,0
52.77,3.2,Санкт-Петербург,Смартфон,0
4.42,3.4,Санкт-Петербург,ПК,1
5.4,1.1,Москва,Смартфон,0
1.96,13.0,Санкт-Петербург,Смартфон,0
8.99,19.1,Банкомат,Банкомат,0
71.06,14.6,Москва,ПК,0
14.4,13.8,Санкт-Петербург,ПК,0
3.77,16.3,Зарубежье,Смартфон,0
9.64,8.2,Москва,Смартфон,0
3.2,8.7,Санкт-Петербург,ПК,0
4.77,7.5,Онлайн,Смартфон,1
25.22,17.1,Онлайн,Смартфон,0
4.52,3.9,Онлайн,ПК,0
55.92,0.3,Онлайн,Смартфон,0
15.21,14.3,Москва,Смартфон,0
18.07,22.6,Санкт-Петербург,Банкомат,1
12.11,14.6,Онлайн,Смартфон,0
38.48,18.8,Москва,ПК,0
38.92,16.1,Москва,Терминал,0
23.77,11.9,Банкомат,Смартфон,0
30.61,17.2,Онлайн,Смартфон,0
13.02,19.8,Санкт-Петербург,ПК,0
29.86,5.4,Зарубежье,ПК,1
11.34,8.1,Онлайн,ПК,0
16.49,5.4,Зарубежье,Смартфон,1
12.16,10.9,Зарубежье,Смартфон,1
9.94,21.2,Санкт-Петербург,Смартфон,0
7.71,8.3,Онлайн,ПК,1
27.51,9.0,Онлайн,Смартфон,0
69.52,20.6,Банкомат,Банкомат,0
59.63,12.4,Онлайн,ПК,0
4.13,12.9,Москва,Смартфон,0
67.91,20.7,Москва,Смартфон,0
11.59,11.8,Москва,Смартфон,0
31.84,16.4,Банкомат,ПК,0
6.07,2.1,Банкомат,Банкомат,0
19.22,4.3,Санкт-Петербург,Смартфон,0
23.22,9.7,Санкт-Петербург,Смартфон,1
3.21,11.9,Банкомат,Смартфон,0
32.11,23.2,Москва,Смартфон,0
72.28,23.3,Москва,ПК,0
13.57,20.4,Санкт-Петербург,ПК,0
73.42,7.6,Банкомат,Смартфон,0
13.35,23.1,Онлайн,ПК,0
41.87,16.5,Санкт-Петербург,Смартфон,0
1.43,9.4,Москва,Смартфон,0
235.25,16.8,Онлайн,Смартфон,0
85.2,0.4,Банкомат,ПК,0
12.02,3.5,Онлайн,Смартфон,0
1.88,19.9,Санкт-Петербург,Смартфон,0
22.57,15.5,Москва,Смартфон,0
3.36,8.7,Банкомат,Смартфон,0
26.83,12.0,Москва,Смартфон,0
25.86,21.7,Москва,Смартфон,0
5.84,15.2,Банкомат,Смартфон,0
56.43,9.6,Зарубежье,Смартфон,0
39.89,2.9,Онлайн,Смартфон,0
48.11,7.0,Онлайн,ПК,0
16.61,23.5,Москва,ПК,0
3.47,10.5,Москва,ПК,0
48.21,11.3,Москва,Смартфон,0
12.21,12.0,Санкт-Петербург,Смартфон,0
3.57,21.2,Москва,Смартфон,0
72.77,14.5,Банкомат,Смартфон,0
165.56,16.6,Москва,Смартфон,0
15.72,9.3,Санкт-Петербург,Смартфон,0
176.8,0.7,Санкт-Петербург,Банкомат,0
18.18,22.3,Онлайн,Смартфон,0
10.82,22.8,Москва,Терминал,1
8.22,22.8,Банкомат,Банкомат,0
99.56,22.6,Санкт-Петербург,Банкомат,0
6.97,19.6,Онлайн,Банкомат,0
36.92,16.4,Онлайн,Смартфон,0
8.89,20.3,Москва,Смартфон,0
9.91,14.4,Онлайн,Смартфон,0
51.07,3.2,Санкт-Петербург,Смартфон,0
10.83,9.4,Банкомат,Смартфон,0
10.54,23.3,Банкомат,Банкомат,1
57.17,8.4,Москва,Смартфон,0
95.31,20.8,Москва,Смартфон,0
33.42,2.2,Москва,ПК,1
8.0,8.0,Зарубежье,Смартфон,0
9.38,8.4,Москва,Смартфон,0
17.96,1.2,Онлайн,Смартфон,0
23.41,2.9,Онлайн,Банкомат,0
5.55,4.6,Онлайн,ПК,1
36.43,20.1,Москва,ПК,0
18.07,1.5,Москва,Смартфон,0
2.49,7.2,Санкт-Петербург,Терминал,0
5.92,0.2,Москва,Смартфон,0
9.44,16.7,Москва,ПК,0
15.18,14.9,Москва,Терминал,0
131.39,15.5,Санкт-Петербург,ПК,0
21.37,9.0,Санкт-Петербург,ПК,0
6.52,5.0,Москва,Смартфон,0
20.96,17.3,Москва,Смартфон,1
11.16,19.5,Москва,Банкомат,0
23.51,3.3,Санкт-Петербург,Смартфон,1
31.14,11.7,Москва,Терминал,0
62.19,6.0,Онлайн,ПК,0
16.01,4.0,Москва,Смартфон,0
99.77,17.6,Зарубежье,ПК,0
44.65,12.9,Москва,Смартфон,0
7.55,5.2,Зарубежье,Смартфон,0
186.95,7.4,Банкомат,Смартфон,1
23.56,23.2,Онлайн,Смартфон,1
6.56,20.4,Банкомат,Терминал,0
101.31,21.1,Москва,Смартфон,0
161.67,11.0,Москва,ПК,0
15.86,15.0,Москва,Смартфон,0
9.45,9.0,Москва,ПК,0
13.6,1.9,Москва,ПК,0
36.1,9.6,Санкт-Петербург,Смартфон,0
67.06,14.3,Москва,Терминал,0
30.8,6.9,Санкт-Петербург,Банкомат,0
18.39,20.4,Москва,ПК,0
85.44,3.6,Онлайн,Терминал,0
11.66,8.8,Зарубежье,ПК,0
51.11,3.0,Санкт-Петербург,Банкомат,0
11.98,9.7,Санкт-Петербург,Смартфон,0
26.42,1.0,Санкт-Петербург,Смартфон,1
14.51,6.5,Онлайн,Терминал,0
15.46,9.6,Москва,Смартфон,0
10.86,11.5,Зарубежье,Смартфон,0
72.19,13.0,Санкт-Петербург,Смартфон,0
7.34,6.6,Москва,Смартфон,0
7.28,12.6,Зарубежье,Смартфон,0
169.54,12.2,Зарубежье,ПК,0
48.21,7.6,Онлайн,Терминал,1
1.19,19.9,Москва,Смартфон,0
8.83,13.1,Онлайн,Банкомат,0
2.24,8.0,Москва,Смартфон,0
5.78,22.7,Санкт-Петербург,Смартфон,0
0.52,20.3,Москва,ПК,0
14.14,23.6,Санкт-Петербург,Банкомат,0
4.68,16.6,Онлайн,Смартфон,0
17.56,9.1,Москва,Смартфон,0
2.75,6.7,Зарубежье,Смартфон,0
18.01,15.9,Москва,Терминал,0
10.42,23.5,Москва,Смартфон,0
85.81,15.0,Онлайн,Смартфон,1
77.67,21.2,Банкомат,Банкомат,0
39.01,7.9,Зарубежье,ПК,0
11.48,9.8,Онлайн,Терминал,0
146.05,21.8,Москва,Терминал,0
2.98,18.2,Зарубежье,ПК,0
3.51,23.6,Банкомат,ПК,0
15.0,18.6,Москва,Смартфон,0
196.26,10.8,Санкт-Петербург,Терминал,0
13.16,12.7,Санкт-Петербург,Смартфон,0
13.44,21.6,Санкт-Петербург,Банкомат,0
3.37,13.2,Зарубежье,Смартфон,0
46.55,6.1,Москва,Смартфон,0
46.92,10.5,Онлайн,Смартфон,0
39.17,12.4,Москва,ПК,0
8.23,2.3,Санкт-Петербург,Смартфон,0
7.56,17.9,Онлайн,Смартфон,0
3.97,2.6,Москва,Смартфон,0
18.03,9.7,Санкт-Петербург,Смартфон,0
5.01,19.3,Зарубежье,ПК,0
4.5,11.2,Онлайн,Смартфон,0
10.32,20.2,Санкт-Петербург,Смартфон,0
9.6,8.2,Москва,ПК,0
9.1,23.0,Санкт-Петербург,Банкомат,0
27.47,5.0,Онлайн,ПК,0
17.94,0.9,Банкомат,Терминал,0
11.98,20.9,Москва,Смартфон,0
20.11,18.1,Онлайн,Банкомат,0
5.53,5.6,Москва,ПК,0
18.46,23.6,Москва,ПК,0
19.41,12.1,Санкт-Петербург,ПК,0
3.15,22.8,Москва,Смартфон,0
49.17,12.1,Москва,Смартфон,1
6.24,11.3,Онлайн,ПК,0
18.16,10.8,Санкт-Петербург,Смартфон,0
59.2,8.0,Онлайн,ПК,0
45.52,12.8,Онлайн,ПК,0
17.08,10.9,Онлайн,Смартфон,0
11.04,0.9,Москва,Смартфон,1
46.63,6.3,Москва,Смартфон,0
34.54,5.1,Онлайн,Смартфон,0
8.33,20.8,Москва,Смартфон,0
6.86,14.4,Банкомат,Смартфон,1
1.68,18.3,Санкт-Петербург,Смартфон,0
19.48,23.0,Москва,Смартфон,1
15.01,15.5,Онлайн,Смартфон,0
57.39,23.6,Зарубежье,Терминал,1
24.41,7.5,Москва,Терминал,0
71.35,4.5,Москва,Смартфон,0
7.64,9.7,Банкомат,Смартфон,0
57.51,11.3,Москва,ПК,0
9.19,21.5,Москва,Смартфон,0
38.68,13.4,Москва,ПК,0
3.3,7.0,Санкт-Петербург,Смартфон,0
21.3,17.8,Санкт-Петербург,Смартфон,0
1.85,12.1,Санкт-Петербург,Банкомат,0
12.26,3.9,Банкомат,Банкомат,0
26.69,13.8,Онлайн,Терминал,0
9.27,21.9,Зарубежье,Смартфон,1
5.18,20.2,Санкт-Петербург,Банкомат,0
41.71,14.1,Москва,ПК,0
14.68,9.0,Зарубежье,ПК,0
9.6,2.1,Москва,Банкомат,0
17.22,11.3,Онлайн,Терминал,0
298.97,18.0,Москва,ПК,0
58.49,8.6,Онлайн,Смартфон,0
59.08,5.7,Зарубежье,ПК,0
26.55,22.4,Санкт-Петербург,ПК,0
19.75,19.7,Москва,Банкомат,0
1.18,15.3,Москва,ПК,0
7.79,3.3,Санкт-Петербург,Смартфон,0
9.69,3.5,Москва,Смартфон,0
2.09,2.5,Онлайн,Смартфон,0
4.6,14.8,Санкт-Петербург,Терминал,0
1.86,2.8,Москва,Смартфон,0
15.77,20.2,Санкт-Петербург,ПК,0
40.47,23.8,Санкт-Петербург,Банкомат,0
55.56,8.8,Москва,Смартфон,0
25.95,10.9,Онлайн,Банкомат,0
5.7,17.1,Банкомат,Банкомат,0
1.96,22.5,Москва,Смартфон,1
2.38,21.5,Москва,Смартфон,0
4.07,1.4,Онлайн,ПК,0
6.19,4.1,Москва,Смартфон,0
13.79,18.1,Москва,ПК,0
5.39,16.5,Онлайн,ПК,0
23.88,3.2,Москва,Смартфон,0
12.74,12.0,Москва,Смартфон,0
16.64,18.7,Зарубежье,Смартфон,0
57.64,5.3,Москва,Смартфон,0
4.49,20.9,Банкомат,ПК,0
26.06,1.3,Москва,ПК,0
16.19,18.8,Банкомат,Смартфон,0
11.39,14.8,Санкт-Петербург,Банкомат,0
43.54,7.6,Москва,Смартфон,0
43.25,17.3,Онлайн,Терминал,0
5.81,18.8,Банкомат,Смартфон,0
13.46,22.4,Москва,Смартфон,0
22.41,8.8,Онлайн,Банкомат,0
12.18,16.5,Санкт-Петербург,ПК,0
31.3,14.5,Онлайн,Смартфон,0
22.41,12.6,Онлайн,Смартфон,1
123.45,21.4,Москва,Смартфон,1
3.05,0.1,Москва,Смартфон,0
14.37,6.8,Санкт-Петербург,Смартфон,0
6.05,12.9,Зарубежье,ПК,1
31.96,4.3,Москва,Банкомат,0
2.78,21.8,Онлайн,Банкомат,0
24.07,15.5,Москва,Смартфон,0
8.22,11.5,Онлайн,Банкомат,1
7.33,19.6,Онлайн,ПК,1
3.35,10.8,Онлайн,Смартфон,1
9.86,13.4,Банкомат,Банкомат,0
54.21,0.1,Москва,Смартфон,1
16.0,8.8,Москва,Смартфон,0
32.8,3.3,Зарубежье,Смартфон,1
102.63,16.6,Москва,ПК,0
21.98,11.5,Онлайн,Смартфон,0
8.89,7.2,Онлайн,Банкомат,0
27.49,11.2,Онлайн,ПК,0
9.04,5.0,Москва,Смартфон,0
9.44,22.2,Москва,Смартфон,0
3.09,1.3,Онлайн,Банкомат,1
45.55,20.8,Москва,ПК,0
10.76,12.3,Онлайн,Смартфон,0
20.09,14.9,Санкт-Петербург,Банкомат,0
5.26,7.3,Санкт-Петербург,Смартфон,1
26.56,23.2,Москва,Смартфон,0
7.11,6.8,Зарубежье,ПК,0
14.07,14.1,Санкт-Петербург,ПК,0
43.19,23.8,Санкт-Петербург,Смартфон,0
39.25,21.1,Зарубежье,Смартфон,0
16.05,12.9,Онлайн,Смартфон,1
2.35,23.8,Зарубежье,Терминал,1
442.35,16.8,Москва,Смартфон,0
112.22,5.0,Банкомат,Смартфон,0
36.41,9.7,Москва,Банкомат,0
7.18,8.0,Банкомат,Смартфон,0
14.51,8.3,Банкомат,Смартфон,0
9.05,18.3,Москва,ПК,0
66.04,14.0,Санкт-Петербург,ПК,0
21.95,0.9,Онлайн,ПК,0
6.94,21.1,Москва,Смартфон,0
9.8,7.1,Онлайн,Банкомат,0
56.45,23.9,Москва,Смартфон,0
95.59,22.9,Банкомат,Смартфон,0
88.34,22.6,Москва,Смартфон,0
37.82,19.5,Санкт-Петербург,Банкомат,0
12.45,5.3,Москва,ПК,0
0.47,12.8,Москва,Банкомат,0
22.8,5.4,Санкт-Петербург,ПК,0
16.41,6.2,Санкт-Петербург,Смартфон,0
19.18,14.7,Москва,Смартфон,0
17.45,1.0,Банкомат,ПК,0
3.82,23.3,Москва,Смартфон,1
30.36,22.0,Онлайн,Смартфон,0
32.96,9.1,Санкт-Петербург,Банкомат,0
34.83,12.4,Санкт-Петербург,ПК,0
46.58,11.2,Москва,Смартфон,0
31.96,21.2,Онлайн,Банкомат,0
10.47,16.5,Санкт-Петербург,ПК,0
15.21,6.7,Москва,Смартфон,0
18.18,10.7,Москва,Смартфон,0
18.51,10.3,Москва,Смартфон,0
49.31,23.0,Москва,Смартфон,0
33.38,4.2,Москва,Смартфон,1
161.59,2.1,Москва,Терминал,0
186.25,21.1,Онлайн,ПК,1
17.95,21.5,Москва,Банкомат,0
0.24,20.9,Москва,Смартфон,0
64.1,12.3,Москва,Смартфон,0
9.08,15.8,Санкт-Петербург,Банкомат,0
6.81,13.5,Москва,ПК,1
10.61,1.7,Онлайн,Банкомат,1
10.06,14.3,Онлайн,Смартфон,1
32.25,0.3,Санкт-Петербург,Терминал,0
2.96,7.8,Москва,Смартфон,0
5.03,22.4,Санкт-Петербург,Смартфон,0
23.99,7.3,Москва,ПК,0
32.63,22.6,Банкомат,Банкомат,0
33.3,6.0,Онлайн,Смартфон,1
6.92,7.5,Санкт-Петербург,Терминал,0
5.61,15.1,Зарубежье,ПК,0
9.42,18.3,Санкт-Петербург,Смартфон,0
21.41,12.0,Москва,Смартфон,0
84.27,21.2,Москва,Смартфон,0
1.73,1.0,Санкт-Петербург,Смартфон,0
12.9,22.1,Банкомат,ПК,0
3.8,4.7,Банкомат,Банкомат,0
2.67,21.2,Онлайн,ПК,1
47.64,9.6,Санкт-Петербург,Смартфон,0
29.94,20.0,Онлайн,Смартфон,0
26.96,16.1,Онлайн,Терминал,0
45.29,4.2,Санкт-Петербург,Смартфон,0
9.7,22.0,Санкт-Петербург,Смартфон,0
10.22,5.9,Онлайн,ПК,0
182.05,5.9,Банкомат,Банкомат,0
12.54,19.5,Онлайн,Терминал,0
36.92,2.5,Москва,Терминал,0
16.56,5.3,Москва,Терминал,0
2.15,12.1,Банкомат,Смартфон,0
1.73,19.9,Банкомат,Смартфон,0
8.7,3.5,Санкт-Петербург,ПК,0
52.55,13.1,Санкт-Петербург,Смартфон,0
39.14,17.1,Банкомат,Смартфон,1
44.95,20.7,Банкомат,Смартфон,0
5.55,22.5,Онлайн,Смартфон,0
97.27,18.8,Москва,ПК,0
5.69,15.7,Онлайн,Смартфон,0
20.78,10.4,Москва,Смартфон,0
16.26,2.7,Банкомат,Банкомат,0
13.58,17.0,Москва,ПК,0
71.7,23.8,Онлайн,Терминал,0
7.57,17.7,Онлайн,Смартфон,0
3.73,0.4,Онлайн,Смартфон,0
16.81,11.9,Санкт-Петербург,Смартфон,0
10.59,14.8,Москва,ПК,0
675.28,16.6,Онлайн,Банкомат,0
34.61,17.3,Санкт-Петербург,Смартфон,0
10.48,13.4,Москва,Банкомат,0
5.15,5.4,Зарубежье,ПК,0
2.08,22.6,Санкт-Петербург,Смартфон,1
5.32,16.7,Онлайн,ПК,0
18.66,5.7,Санкт-Петербург,ПК,0
79.05,7.7,Онлайн,Смартфон,0
56.48,22.1,Онлайн,Смартфон,0
21.16,21.3,Онлайн,Банкомат,0
11.52,9.7,Зарубежье,ПК,0
22.1,0.9,Санкт-Петербург,Смартфон,0
9.3,1.2,Онлайн,Терминал,1
108.87,6.8,Онлайн,Смартфон,0
13.35,15.1,Санкт-Петербург,Смартфон,0
14.95,14.0,Санкт-Петербург,Смартфон,0
1.44,15.2,Зарубежье,Банкомат,0
13.26,17.2,Москва,ПК,0
41.27,0.5,Москва,ПК,0
5.08,2.5,Санкт-Петербург,Терминал,0
7.2,8.6,Москва,Банкомат,0
39.33,3.7,Банкомат,Смартфон,0
3.24,1.8,Москва,Банкомат,0
52.65,15.4,Москва,ПК,0
9.16,19.6,Банкомат,Смартфон,0
10.72,18.1,Москва,Смартфон,0
4.78,19.6,Онлайн,ПК,1
24.92,16.0,Банкомат,Смартфон,0
246.13,17.6,Онлайн,Смартфон,0
38.85,6.5,Онлайн,ПК,0
6.36,23.8,Москва,Банкомат,0
57.35,4.4,Москва,Смартфон,0
11.61,5.1,Москва,Смартфон,0
74.58,6.9,Москва,ПК,0
39.94,23.4,Санкт-Петербург,ПК,0
0.65,23.7,Санкт-Петербург,Терминал,0
5.45,19.1,Санкт-Петербург,ПК,0
46.47,15.1,Москва,ПК,0
19.43,12.5,Санкт-Петербург,Терминал,0
5.33,23.3,Москва,Смартфон,0
8.19,16.7,Москва,Смартфон,0
2.02,22.7,Онлайн,ПК,0
14.92,7.6,Онлайн,Смартфон,0
187.12,8.0,Банкомат,Смартфон,0
39.86,20.5,Банкомат,Смартфон,0
182.99,3.6,Онлайн,ПК,0
43.41,22.7,Онлайн,Банкомат,1
50.92,12.2,Москва,Смартфон,0
144.24,22.2,Москва,ПК,0
24.9,8.1,Банкомат,Смартфон,0
13.38,17.2,Москва,ПК,0
51.21,11.6,Санкт-Петербург,ПК,0
81.39,15.0,Москва,Терминал,0
9.7,12.1,Москва,Смартфон,0
7.44,23.2,Онлайн,ПК,0
19.16,16.6,Москва,Смартфон,0
41.04,6.0,Санкт-Петербург,ПК,0
39.56,21.8,Москва,Банкомат,0
3.43,7.1,Онлайн,Терминал,0
134.66,8.9,Онлайн,Смартфон,0
8.12,2.5,Санкт-Петербург,Банкомат,0
12.29,21.6,Онлайн,Смартфон,1
6.09,6.9,Москва,Смартфон,0
319.95,6.2,Онлайн,Банкомат,0
21.46,22.1,Онлайн,Смартфон,0
6.45,19.3,Зарубежье,Смартфон,0
42.53,3.4,Москва,Смартфон,0
38.32,18.5,Москва,Смартфон,0
13.38,21.9,Москва,Смартфон,0
41.46,1.9,Москва,Банкомат,0
6.63,19.8,Москва,Смартфон,0
9.56,13.1,Москва,ПК,0
1.8,16.1,Санкт-Петербург,Смартфон,1
3.83,11.8,Банкомат,ПК,0
120.11,16.7,Москва,Банкомат,0
100.04,0.8,Зарубежье,Терминал,0
17.68,18.3,Банкомат,Терминал,0
102.43,0.8,Банкомат,Смартфон,0
13.79,10.9,Зарубежье,Терминал,1
12.58,3.6,Онлайн,Смартфон,0
17.5,19.8,Онлайн,Смартфон,0
14.33,7.5,Санкт-Петербург,Банкомат,0
12.98,10.9,Санкт-Петербург,Смартфон,0
57.84,10.3,Зарубежье,Смартфон,0
19.4,18.5,Санкт-Петербург,Терминал,0
36.01,11.5,Москва,Банкомат,0
51.14,18.9,Онлайн,Смартфон,0
25.2,1.8,Санкт-Петербург,Банкомат,0
5.66,4.6,Банкомат,Банкомат,1
3.71,13.2,Москва,Терминал,0
19.37,22.7,Онлайн,ПК,0
13.62,1.8,Москва,ПК,0
18.1,1.0,Банкомат,Банкомат,0
16.16,3.8,Москва,ПК,0
282.01,15.4,Банкомат,ПК,0
3.81,9.6,Москва,ПК,0
1.84,19.8,Москва,ПК,0
23.7,1.7,Москва,Терминал,0
10.87,4.7,Москва,Смартфон,0
23.28,7.2,Онлайн,Смартфон,0
31.26,15.0,Москва,Банкомат,0
67.53,16.4,Санкт-Петербург,Смартфон,0
3.13,3.0,Москва,ПК,0
8.91,22.7,Банкомат,Смартфон,0
26.35,8.2,Москва,ПК,0
38.38,17.1,Санкт-Петербург,Терминал,0
183.61,12.6,Онлайн,ПК,0
47.05,5.3,Банкомат,Смартфон,0
15.45,20.3,Банкомат,Терминал,0
6.18,19.6,Банкомат,Смартфон,0
8.84,9.5,Москва,Смартфон,1
8.57,14.1,Банкомат,ПК,0
33.81,6.2,Онлайн,Терминал,0
21.82,16.6,Банкомат,Смартфон,0
3.83,7.4,Москва,ПК,0
10.18,20.3,Банкомат,Смартфон,1
43.18,5.2,Санкт-Петербург,Смартфон,0
24.21,0.4,Онлайн,Терминал,0
30.74,6.4,Санкт-Петербург,ПК,0
25.06,4.6,Санкт-Петербург,Банкомат,0
98.4,12.2,Санкт-Петербург,Смартфон,0
21.32,4.9,Санкт-Петербург,Банкомат,0
10.76,18.3,Онлайн,Банкомат,1
6.01,5.8,Онлайн,Смартфон,0
21.64,17.0,Онлайн,ПК,0
1.12,13.9,Москва,Терминал,0
13.43,23.7,Зарубежье,Банкомат,0
13.11,24.0,Онлайн,Смартфон,0
3.67,20.9,Москва,ПК,0
5.92,18.2,Онлайн,Банкомат,0
40.07,9.3,Москва,Смартфон,0
21.2,18.1,Москва,ПК,0
18.39,23.0,Санкт-Петербург,Терминал,0
23.03,0.6,Санкт-Петербург,Терминал,1
18.21,12.9,Москва,Банкомат,0
64.53,5.2,Москва,Смартфон,0
18.84,13.4,Зарубежье,Терминал,0
3.31,11.2,Москва,ПК,1
98.8,13.8,Москва,Смартфон,0
